G1,800,19176,9588.21,11001,11179,11345.8,11407
G2,
G3,
G4,
G5,
G6,800,4694,2347.92,2899,2936,2965.2,2977
G7,800,4661,2331.58,2865,2936,2951.6,2955
G8,800,4672,2336.98,2894,2935,2949.8,2966
G9,800,4667,2332.57,2885,2906,2946.8,2962
G10,
G11,
G12,800,19176,9588.24,10990,11284,11378.8,11402
G13,
G14,
